route_id,distance_km,base_hours,rainfall_mm,wind_speed_kmh,toll_queue_m,breakdown_flag,actual_hours,is_delayed
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,3.4,52.77,43.05,0,13.87,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.78,36.32,137.47,0,1.87,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.48,42.44,34.15,0,15.2,0
MUNDRA_TO_BHIWANDI,872.85,11.64,4.81,20.67,110.92,0,12.74,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.25,25.43,2.24,0,13.95,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.49,46.73,26.51,0,13.25,0
JNPT_TO_BHIWANDI,67.55,0.92,0.62,20.77,100.74,0,0.83,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.4,18.92,22.55,0,14.48,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,5.5,42.2,333.15,0,12.4,0
JNPT_TO_CHAKAN,136.67,1.75,1.52,26.52,97.05,0,1.58,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.22,21.57,33.62,0,1.82,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.58,47.57,204.72,0,2.04,0
JNPT_TO_BHIWANDI,67.55,0.92,0.14,57.93,123.11,0,0.93,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.75,44.28,409.24,0,2.22,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.81,59.25,28.65,0,11.46,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.95,24.81,188.63,1,21.9,1
JNPT_TO_BHIWANDI,67.55,0.92,0.96,30.9,85.53,0,0.99,0
BHIWANDI_TO_CHAKAN,156.03,1.93,8.67,24.68,188.74,0,2.29,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,7.32,39.13,91.04,0,15.36,0
JNPT_TO_CHAKAN,136.67,1.75,1.64,21.07,404.24,0,2.08,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.8,22.11,60.73,0,14.16,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,9.38,53.31,76.16,0,14.61,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.57,23.52,95.99,0,14.66,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,3.43,36.35,158.43,0,14.5,0
JNPT_TO_BHIWANDI,67.55,0.92,1.92,52.68,379.05,0,1.4,1
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.1,27.76,13.6,0,12.11,0
JNPT_TO_BHIWANDI,67.55,0.92,1.97,22.96,44.28,0,1.08,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.53,18.63,76.52,0,1.94,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.12,12.44,104.62,0,12.86,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.83,46.13,179.03,0,2.09,0
BHIWANDI_TO_CHAKAN,156.03,1.93,9.27,10.29,40.68,0,1.86,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.72,16.19,93.23,0,2.18,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.11,30.55,261.69,0,14.58,0
JNPT_TO_BHIWANDI,67.55,0.92,1.2,32.46,52.16,0,1.1,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.71,52.27,15.71,0,14.42,0
BHIWANDI_TO_CHAKAN,156.03,1.93,6.58,56.23,3.0,0,2.06,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.05,20.72,39.44,0,11.92,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.3,58.77,18.08,0,12.83,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.26,21.25,184.52,0,2.31,0
JNPT_TO_BHIWANDI,67.55,0.92,0.03,42.92,28.87,0,0.92,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.55,18.01,139.89,0,12.03,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.05,38.73,67.69,0,2.15,0
JNPT_TO_CHAKAN,136.67,1.75,1.33,34.09,122.61,0,2.03,0
JNPT_TO_CHAKAN,136.67,1.75,6.84,35.64,23.76,0,1.61,0
MUNDRA_TO_BHIWANDI,872.85,11.64,3.22,11.87,18.96,0,13.77,0
MUNDRA_TO_BHIWANDI,872.85,11.64,13.69,50.9,44.16,0,11.59,0
JNPT_TO_BHIWANDI,67.55,0.92,1.68,43.56,153.91,0,1.06,0
JNPT_TO_CHAKAN,136.67,1.75,0.25,39.52,109.99,0,1.83,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,3.92,33.68,96.32,0,12.58,0
MUNDRA_TO_BHIWANDI,872.85,11.64,7.7,46.6,348.31,0,13.22,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.89,53.26,84.04,0,2.09,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.01,33.76,221.91,0,13.06,0
JNPT_TO_CHAKAN,136.67,1.75,1.3,34.6,292.36,0,1.71,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.24,44.93,33.55,0,12.64,0
JNPT_TO_CHAKAN,136.67,1.75,1.36,34.08,8.71,0,2.08,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.51,10.99,2.23,0,2.17,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.55,34.4,75.87,0,11.65,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.57,38.54,179.86,0,12.72,0
JNPT_TO_CHAKAN,136.67,1.75,0.52,16.58,10.92,0,1.84,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.26,19.07,209.56,0,11.8,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.81,34.94,89.5,0,2.06,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.42,25.41,37.29,0,11.41,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.22,39.08,74.64,0,12.52,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.3,56.52,146.86,0,12.14,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.99,49.33,123.9,0,11.71,0
JNPT_TO_CHAKAN,136.67,1.75,1.96,17.07,106.81,0,1.87,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.53,29.05,61.41,0,2.15,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.28,32.22,174.4,0,12.45,0
JNPT_TO_BHIWANDI,67.55,0.92,5.67,43.33,160.16,0,0.85,0
JNPT_TO_CHAKAN,136.67,1.75,0.31,25.05,232.35,0,2.01,0
JNPT_TO_CHAKAN,136.67,1.75,8.92,11.11,36.0,0,2.04,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.65,29.14,121.63,0,12.38,0
JNPT_TO_BHIWANDI,67.55,0.92,7.59,38.15,183.72,0,1.05,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.83,34.6,136.83,0,11.25,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.92,37.12,141.35,0,14.83,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.84,57.73,33.73,0,10.57,0
JNPT_TO_CHAKAN,136.67,1.75,0.28,51.29,68.6,0,1.75,0
JNPT_TO_CHAKAN,136.67,1.75,1.36,20.98,99.9,0,1.69,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.44,11.45,129.15,0,2.05,0
JNPT_TO_CHAKAN,136.67,1.75,1.29,22.65,116.12,0,1.99,0
JNPT_TO_BHIWANDI,67.55,0.92,0.52,15.67,12.51,0,1.01,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.52,53.36,170.0,0,11.95,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.52,27.13,30.31,0,15.06,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.87,19.18,247.58,0,1.78,0
JNPT_TO_CHAKAN,136.67,1.75,0.31,34.3,175.54,0,1.86,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.95,30.72,282.12,0,11.67,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.56,26.39,55.57,0,10.87,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.47,44.07,119.02,0,1.81,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.63,38.03,230.99,0,11.86,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.13,22.21,79.91,0,14.13,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.28,40.85,119.19,0,14.82,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.61,23.52,50.59,0,12.39,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,3.94,46.61,54.62,0,12.07,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.2,56.63,89.66,0,14.69,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.23,34.66,48.11,0,11.8,0
JNPT_TO_BHIWANDI,67.55,0.92,0.5,26.6,45.72,0,0.85,0
JNPT_TO_BHIWANDI,67.55,0.92,6.46,21.09,128.33,0,0.84,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.98,43.58,76.92,0,2.09,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.04,35.18,5.55,0,13.33,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.31,32.24,55.47,0,14.88,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.71,29.95,19.9,0,14.99,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.68,19.14,318.99,0,13.01,0
JNPT_TO_CHAKAN,136.67,1.75,1.82,50.14,92.25,0,1.98,0
JNPT_TO_CHAKAN,136.67,1.75,0.05,29.21,28.02,0,1.96,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.99,36.73,172.48,0,14.72,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.42,12.42,201.5,0,12.26,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.07,29.1,53.92,0,1.93,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.13,57.4,44.25,0,13.28,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.98,28.05,64.85,0,1.92,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.39,29.13,51.77,0,2.07,0
JNPT_TO_BHIWANDI,67.55,0.92,0.28,37.12,471.5,0,1.49,1
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.48,34.62,43.24,0,15.81,0
JNPT_TO_BHIWANDI,67.55,0.92,0.11,31.65,182.17,0,0.94,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.93,26.59,149.83,0,2.04,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,13.61,53.9,55.1,0,12.62,0
JNPT_TO_CHAKAN,136.67,1.75,1.06,16.22,91.67,0,1.96,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.98,14.02,63.72,0,15.04,0
JNPT_TO_BHIWANDI,67.55,0.92,1.63,27.78,12.53,0,1.1,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.73,23.34,55.45,0,14.21,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.25,24.67,94.99,0,14.45,0
JNPT_TO_CHAKAN,136.67,1.75,1.88,32.71,2.16,0,1.91,0
JNPT_TO_CHAKAN,136.67,1.75,1.22,26.64,106.38,0,2.08,0
JNPT_TO_BHIWANDI,67.55,0.92,1.84,21.49,5.04,0,0.93,0
BHIWANDI_TO_CHAKAN,156.03,1.93,2.25,51.58,293.04,0,2.14,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.01,46.58,212.17,0,1.74,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.68,48.2,156.11,0,1.79,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.29,19.39,79.68,0,11.24,0
BHIWANDI_TO_CHAKAN,156.03,1.93,5.44,16.88,21.49,0,2.24,0
JNPT_TO_BHIWANDI,67.55,0.92,0.01,33.14,415.29,0,1.38,1
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.78,17.08,17.64,0,13.31,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.43,58.33,12.84,0,2.1,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.19,25.21,560.55,0,2.38,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.19,16.93,123.6,0,10.67,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.29,26.53,229.43,0,15.35,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.26,29.99,76.66,0,2.08,0
JNPT_TO_CHAKAN,136.67,1.75,0.92,25.05,168.67,0,1.92,0
JNPT_TO_CHAKAN,136.67,1.75,1.46,20.82,74.76,0,1.82,0
JNPT_TO_CHAKAN,136.67,1.75,1.0,53.74,27.31,0,2.04,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.69,49.86,97.62,0,2.17,0
JNPT_TO_CHAKAN,136.67,1.75,1.64,16.14,4.24,0,1.65,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.3,24.94,261.51,0,1.85,0
JNPT_TO_CHAKAN,136.67,1.75,0.88,37.6,119.43,0,2.01,0
JNPT_TO_BHIWANDI,67.55,0.92,1.94,32.94,67.54,0,1.0,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.07,31.15,24.06,0,10.75,0
JNPT_TO_CHAKAN,136.67,1.75,1.61,26.17,4.53,0,1.97,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.81,23.61,162.92,0,11.57,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.47,29.69,92.16,0,14.75,0
JNPT_TO_BHIWANDI,67.55,0.92,1.1,13.41,104.5,0,0.9,0
JNPT_TO_CHAKAN,136.67,1.75,0.52,57.95,30.58,0,1.94,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.16,16.19,90.28,0,13.71,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.94,11.44,33.64,0,2.26,0
MUNDRA_TO_BHIWANDI,872.85,11.64,3.52,23.71,75.33,0,13.84,0
JNPT_TO_CHAKAN,136.67,1.75,1.4,46.11,147.14,0,1.85,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.32,29.02,205.65,0,13.35,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.04,16.75,395.57,0,2.5,1
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.66,14.04,161.36,1,20.3,1
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.32,37.67,55.26,0,12.39,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.14,46.05,79.16,0,11.47,0
JNPT_TO_CHAKAN,136.67,1.75,1.2,10.26,208.93,0,1.9,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.23,20.5,174.07,0,15.12,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.77,18.13,35.9,0,15.82,0
JNPT_TO_CHAKAN,136.67,1.75,1.36,47.97,139.71,0,1.77,0
JNPT_TO_BHIWANDI,67.55,0.92,1.88,16.62,31.79,0,1.09,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.64,51.21,1.07,0,13.06,0
JNPT_TO_CHAKAN,136.67,1.75,0.17,24.65,25.78,0,2.1,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.54,52.65,41.76,0,12.23,0
MUNDRA_TO_BHIWANDI,872.85,11.64,4.04,26.18,15.4,0,11.84,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.85,51.57,17.78,0,1.9,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.86,30.95,5.45,0,2.05,0
JNPT_TO_CHAKAN,136.67,1.75,1.83,26.27,18.74,0,1.59,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.49,45.83,332.72,0,13.43,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.9,15.85,10.58,0,13.01,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.52,25.84,37.58,0,13.34,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.52,54.79,186.37,0,1.77,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.77,42.93,62.22,0,12.8,0
JNPT_TO_BHIWANDI,67.55,0.92,0.97,57.31,86.31,0,0.9,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.2,28.92,69.23,0,1.94,0
BHIWANDI_TO_CHAKAN,156.03,1.93,6.81,24.97,41.75,0,2.04,0
JNPT_TO_BHIWANDI,67.55,0.92,4.82,17.77,172.32,0,0.93,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.06,55.41,65.81,0,11.69,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.76,45.29,166.73,0,11.74,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.62,41.53,191.36,0,1.74,0
JNPT_TO_CHAKAN,136.67,1.75,0.82,39.3,68.81,0,1.65,0
JNPT_TO_CHAKAN,136.67,1.75,1.62,36.38,23.46,0,1.8,0
JNPT_TO_BHIWANDI,67.55,0.92,1.25,12.18,46.67,0,1.0,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.47,43.85,416.78,0,13.69,0
JNPT_TO_BHIWANDI,67.55,0.92,0.88,58.66,71.19,0,1.08,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.7,21.17,19.46,0,13.32,0
JNPT_TO_CHAKAN,136.67,1.75,4.3,43.37,489.53,0,2.57,1
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.69,47.45,23.82,0,12.34,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.44,57.36,16.21,0,13.95,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.69,32.75,137.95,0,11.18,0
BHIWANDI_TO_CHAKAN,156.03,1.93,13.93,43.57,95.72,0,2.01,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.52,13.54,96.26,0,13.87,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.1,30.8,10.62,0,13.73,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.38,38.94,108.87,0,12.26,0
JNPT_TO_CHAKAN,136.67,1.75,1.2,58.14,4.28,0,1.91,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.23,41.75,437.53,0,2.18,0
JNPT_TO_CHAKAN,136.67,1.75,0.78,36.41,27.84,0,1.85,0
JNPT_TO_CHAKAN,136.67,1.75,1.76,36.1,271.44,0,2.06,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.3,51.73,26.17,0,2.3,0
JNPT_TO_CHAKAN,136.67,1.75,1.49,49.12,34.21,0,1.87,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.82,15.94,67.47,0,13.44,0
JNPT_TO_CHAKAN,136.67,1.75,0.91,29.5,0.41,0,1.59,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.8,37.58,105.59,0,13.65,0
JNPT_TO_CHAKAN,136.67,1.75,1.1,58.83,307.88,0,1.97,0
JNPT_TO_CHAKAN,136.67,1.75,0.35,46.21,225.6,0,2.09,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.81,53.26,126.88,0,1.77,0
MUNDRA_TO_BHIWANDI,872.85,11.64,8.65,46.72,101.35,0,11.22,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.73,17.15,37.54,0,13.76,0
JNPT_TO_CHAKAN,136.67,1.75,0.79,40.15,62.54,0,1.72,0
JNPT_TO_CHAKAN,136.67,1.75,0.18,10.41,41.92,0,1.86,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.88,57.99,13.32,0,12.97,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.73,59.04,5.06,0,12.0,0
JNPT_TO_CHAKAN,136.67,1.75,1.44,11.64,107.08,0,1.69,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.01,29.0,131.3,0,11.54,0
JNPT_TO_BHIWANDI,67.55,0.92,0.92,58.27,172.43,0,1.03,0
JNPT_TO_BHIWANDI,67.55,0.92,0.79,45.54,159.81,0,1.0,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.81,45.92,11.32,0,11.96,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.45,16.55,240.8,0,12.77,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.41,17.62,18.59,0,11.15,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.0,48.89,255.21,0,2.12,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.77,39.22,209.21,0,11.89,0
JNPT_TO_CHAKAN,136.67,1.75,1.84,30.99,151.86,0,2.09,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.63,56.27,27.18,0,13.35,0
MUNDRA_TO_BHIWANDI,872.85,11.64,6.53,18.89,212.83,0,12.35,0
JNPT_TO_CHAKAN,136.67,1.75,0.28,36.95,129.84,0,1.85,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.58,37.85,258.58,0,14.48,0
JNPT_TO_BHIWANDI,67.55,0.92,1.57,25.66,114.57,0,0.93,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.47,31.02,51.13,0,1.8,0
MUNDRA_TO_BHIWANDI,872.85,11.64,3.49,49.47,6.23,0,12.86,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,13.03,10.5,11.74,0,15.64,0
JNPT_TO_CHAKAN,136.67,1.75,1.23,46.61,583.4,0,2.33,1
MUNDRA_TO_BHIWANDI,872.85,11.64,1.12,35.26,124.14,0,11.54,0
JNPT_TO_CHAKAN,136.67,1.75,1.15,10.74,97.11,0,1.62,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.72,33.14,142.06,0,11.36,0
JNPT_TO_BHIWANDI,67.55,0.92,1.46,50.18,8.59,0,1.06,0
MUNDRA_TO_BHIWANDI,872.85,11.64,3.5,21.54,7.77,0,11.02,0
JNPT_TO_CHAKAN,136.67,1.75,0.67,24.12,4.28,0,1.96,0
JNPT_TO_BHIWANDI,67.55,0.92,1.0,47.88,96.28,0,0.99,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.13,24.06,131.65,0,12.07,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.4,46.29,117.42,0,1.95,0
JNPT_TO_CHAKAN,136.67,1.75,0.38,13.02,518.11,0,2.58,1
JNPT_TO_BHIWANDI,67.55,0.92,1.2,40.71,5.31,0,0.92,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.1,50.65,132.81,0,1.89,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.12,22.94,17.65,0,11.39,0
JNPT_TO_CHAKAN,136.67,1.75,1.27,32.38,7.63,0,1.84,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.36,18.8,191.87,0,2.23,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.98,25.75,99.01,0,12.62,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.54,17.61,81.38,0,15.17,0
JNPT_TO_BHIWANDI,67.55,0.92,0.85,16.25,9.73,0,0.98,0
BHIWANDI_TO_CHAKAN,156.03,1.93,3.55,36.86,198.87,0,2.31,0
JNPT_TO_CHAKAN,136.67,1.75,2.52,44.82,31.41,0,1.89,0
BHIWANDI_TO_CHAKAN,156.03,1.93,3.08,57.66,409.87,0,2.2,0
JNPT_TO_CHAKAN,136.67,1.75,0.18,13.08,117.62,0,2.05,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.88,35.33,229.57,0,2.04,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.09,26.27,246.01,0,2.25,0
JNPT_TO_BHIWANDI,67.55,0.92,0.01,27.23,171.75,0,0.96,0
JNPT_TO_BHIWANDI,67.55,0.92,0.13,54.49,21.34,0,1.05,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.74,45.75,158.96,0,2.11,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.48,49.59,294.51,0,1.94,0
JNPT_TO_BHIWANDI,67.55,0.92,1.72,56.14,151.83,0,1.08,0
JNPT_TO_BHIWANDI,67.55,0.92,1.2,39.53,66.81,0,0.91,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.0,47.21,228.18,0,12.15,0
JNPT_TO_CHAKAN,136.67,1.75,0.97,23.03,116.16,0,2.09,0
JNPT_TO_BHIWANDI,67.55,0.92,1.85,12.29,133.26,0,0.87,0
JNPT_TO_CHAKAN,136.67,1.75,1.06,31.68,157.09,0,1.94,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.82,34.65,57.71,0,2.12,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,3.56,39.02,674.91,0,12.6,0
JNPT_TO_CHAKAN,136.67,1.75,0.58,22.47,229.22,0,2.02,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.58,32.4,120.93,0,15.79,0
JNPT_TO_BHIWANDI,67.55,0.92,0.18,53.21,89.18,0,0.96,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.19,18.73,233.19,0,11.29,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.37,43.88,11.12,0,13.69,0
BHIWANDI_TO_CHAKAN,156.03,1.93,1.0,59.63,37.85,0,2.22,0
JNPT_TO_BHIWANDI,67.55,0.92,0.36,29.56,20.29,0,0.86,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.99,31.54,2.73,0,12.41,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.23,33.8,79.75,0,12.35,0
JNPT_TO_BHIWANDI,67.55,0.92,1.61,30.89,5.91,0,0.98,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.1,11.58,194.51,0,12.12,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.9,40.79,235.76,0,10.61,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.36,54.53,453.38,0,2.69,1
MUNDRA_TO_BHIWANDI,872.85,11.64,1.96,26.11,247.92,0,10.91,0
BHIWANDI_TO_CHAKAN,156.03,1.93,0.24,53.87,55.23,0,2.25,0
JNPT_TO_CHAKAN,136.67,1.75,1.64,16.21,194.9,0,1.69,0
JNPT_TO_BHIWANDI,67.55,0.92,0.84,19.56,12.03,0,0.84,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,7.5,32.56,11.13,0,14.13,0
JNPT_TO_BHIWANDI,67.55,0.92,0.77,30.79,168.28,0,0.94,0
JNPT_TO_BHIWANDI,67.55,0.92,0.99,58.24,113.39,0,1.08,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,1.53,40.7,59.4,1,16.89,1
JNPT_TO_CHAKAN,136.67,1.75,0.11,45.73,397.91,0,2.45,1
BHIWANDI_TO_CHAKAN,156.03,1.93,4.24,55.57,406.94,0,2.43,1
BHIWANDI_TO_CHAKAN,156.03,1.93,0.84,49.02,14.69,0,1.75,0
JNPT_TO_BHIWANDI,67.55,0.92,1.02,16.64,23.51,0,1.0,0
MUNDRA_TO_BHIWANDI,872.85,11.64,1.51,54.33,15.87,0,12.91,0
MUNDRA_TO_BHIWANDI,872.85,11.64,0.6,53.95,58.18,0,11.24,0
CHAKAN_TO_SRIPERUMBUDUR,1094.0,13.23,0.12,53.93,59.07,0,13.52,0
JNPT_TO_CHAKAN,136.67,1.75,0.73,14.37,91.84,0,1.62,0
JNPT_TO_BHIWANDI,67.55,0.92,5.85,35.56,72.1,0,1.07,0
JNPT_TO_BHIWANDI,67.55,0.92,1.86,46.32,59.27,0,0.85,0
